term,mean_active,mean_zero,delta
scientific,0.004625965196444329,0.0008519195896625108,0.003774045606781818
approval,0.0043734986091357566,0.0006210642885515201,0.0037524343205842365
networking,0.004666390516507408,0.0009273240272651527,0.0037390664892422557
display,0.00441978976223046,0.0006894119544812553,0.0037303778077492043
automated,0.006013379185565439,0.002292193903431687,0.003721185282133752
manufacturer,0.006409075018454634,0.0027240484015853294,0.0036850266168693044
pharmaceuticals,0.004468829451497677,0.0007847736802386915,0.003684055771258985
wafer,0.0036779878661882194,0.0,0.0036779878661882194
receptor,0.003665546991722053,0.0,0.003665546991722053
intellectual property,0.015348931235608253,0.011690845182379886,0.0036580860532283675
communications,0.0070126068110362965,0.0033715827194874762,0.0036410240915488203
continuous innovation,0.004545189441255683,0.0009045224651564191,0.003640666976099264
product performance,0.0040344699027726385,0.0004052486651452433,0.0036292212376273954
advancing,0.003908246047169906,0.0002915422796411004,0.0036167037675288055
medical device,0.004245941737334503,0.0006365772791087129,0.00360936445822579
product development,0.0053451338266777395,0.001771901287404966,0.0035732325392727735
consumables,0.004206271063698269,0.0006387087100116637,0.0035675623536866054
organizations,0.00752779174216237,0.003962022049301227,0.0035657696928611425
solid tumors,0.0035701333895498096,8.65354219505693e-06,0.0035614798473547525
global leader,0.004450193232579609,0.0008936515159345908,0.0035565417166450184
subscriptions,0.004860780971051928,0.0013050388622844857,0.0035557421087674427
discovery development,0.0036802513255030163,0.00012643752725228808,0.0035538137982507284
lead,0.005255467319920816,0.0017136351788734478,0.003541832141047368
manufacture,0.004274652855498541,0.0007406365949893587,0.0035340162605091824
drug candidates,0.003550419323571139,3.309366314154681e-05,0.003517325660429592
innovations,0.004588909049685828,0.0010937413766112763,0.0034951676730745514
milestone,0.003528209653675768,5.1019907199326065e-05,0.003477189746476442
aerospace defense,0.004279209775354936,0.0008093925078273578,0.003469817267527578
ease,0.003978211336360922,0.0005125095631648664,0.003465701773196056
