focal_tic,focal_fyear,stratum,industry,market_cap,xrd,delta_m3_m1,delta_m2_m0,m3_wins_m1,jaccard_m1m2,regime
SONO,2024,R&D-Active,Recreation,1496.4795599999998,304.558,2.595331636486762,-4.798963961692079,1,0.0,M3 wins big
SONX,2021,R&D-Active,Medical Equipment,151.4304,18.568,0.0,-0.07623012273011265,0,0.0,middle
SONX,2022,R&D-Active,Medical Equipment,141.42642,16.776,-0.3539598074182775,0.11758745302319729,0,0.1111111111111111,M3 loses big
SOPA,2021,R&D-Active,Computer Software,205.41012,0.096,0.0,-0.2178467346490981,0,0.0,middle
SOTK,2020,R&D-Active,Electrical Equipment,65.67524999999999,1.645,0.4584277793068714,0.1828671531713412,1,0.0,M3 wins big
SOTK,2021,R&D-Active,Electrical Equipment,81.00435,1.73,0.07630692478545487,-0.03668512682396641,1,0.05263157894736842,middle
SOTK,2022,R&D-Active,Electrical Equipment,85.0052258,2.15,0.06351995943458312,0.041387439750063426,1,0.05263157894736842,middle
SOTK,2023,R&D-Active,Electrical Equipment,85.0554,2.886,0.1458434670194384,0.14614095770280972,1,0.0,M3 wins big
SOTK,2024,R&D-Active,Electrical Equipment,58.271300000000004,2.724,0.1310861755948275,-1.2989663681686758,1,0.0,middle
SOUN,2023,R&D-Active,Computer Software,539.38948,51.439,-0.12016814086740818,-0.07210486699048341,0,0.0,M3 loses big
SOUN,2024,R&D-Active,Computer Software,7809.65888,70.555,-0.32495916914000816,-0.030483312563595377,0,0.0,M3 loses big
SOWG,2023,R&D-Zero,Food Products,60.59145,,-0.2073052855870245,-0.12316894782672194,0,0.0,M3 loses big
SPAI,2024,R&D-Active,Medical Equipment,55.66905,0.09,0.036680978921151575,0.009974569829738544,1,0.05263157894736842,middle
SPB,2020,R&D-Active,Consumer Goods,2463.596,41.8,0.0,0.00530045682445035,0,0.05263157894736842,middle
SPB,2021,R&D-Active,Consumer Goods,4008.573,29.8,0.13684460737823853,-0.8285403836811676,1,0.0,middle
SPB,2022,R&D-Active,Consumer Goods,1592.424,26.7,2.3643172996562214,0.28676422333983226,1,0.0,M3 wins big
SPB,2023,R&D-Active,Consumer Goods,2765.7549999999997,22.5,-2.2761050230131525,0.2991604084619537,0,0.0,M3 loses big
SPB,2024,R&D-Active,Consumer Goods,2673.434,28.1,17.160340494725034,-19.66396370661394,1,0.0,M3 wins big
SPCE,2020,R&D-Active,Transportation,5603.22252,158.757,-0.036939484502260984,0.19916390754371183,0,0.0,middle
SPCE,2021,R&D-Active,Transportation,3454.26108,149.377,0.0036985870841467067,0.24863628035077456,1,0.0,middle
SPCE,2022,R&D-Active,Transportation,958.3815599999999,314.174,0.0,0.05497172791596583,0,0.0,middle
SPCE,2023,R&D-Active,Transportation,979.77705,295.14,0.0,0.38842103204660594,0,0.0,middle
SPCE,2024,R&D-Active,Transportation,194.01648,152.678,0.20198529291919287,0.7193239877228486,1,0.0,M3 wins big
SPFI,2020,R&D-Zero,Banking,342.54019999999997,,0.5485873579750065,1.8240295942760207,1,0.0,M3 wins big
SPFI,2021,R&D-Zero,Banking,493.9056,,-0.11271727000060006,0.09344482097398021,0,0.0,M3 loses big
SPFI,2022,R&D-Zero,Banking,468.75331000000006,,-0.3453263643126982,0.32353447364403665,0,0.0,M3 loses big
SPFI,2023,R&D-Zero,Banking,475.4363200000001,,3.360191186779751,-0.8851505488135274,1,0.0,M3 wins big
SPFI,2024,R&D-Zero,Banking,571.846,,-2.308615946977992,1.2515991506163586,0,0.0,M3 loses big
SPG,2020,R&D-Zero,Trading,28014.56528,0.0,0.002162018838381123,-0.0025218040174761133,1,0.0,middle
SPG,2021,R&D-Zero,Trading,52503.6174,0.0,0.024538341628031868,-0.02539898148397156,1,0.25,middle
SPG,2022,R&D-Zero,Trading,38410.55592,0.0,-0.004128408708874459,-0.030960349132268486,0,0.05263157894736842,middle
SPG,2023,R&D-Zero,Trading,46489.371439999995,0.0,0.03520527736498372,0.036091827170245366,1,0.1111111111111111,middle
SPG,2024,R&D-Zero,Trading,56188.33438000001,0.0,0.00928194453502891,0.03907931690547417,1,0.0,middle
SPGI,2020,R&D-Zero,Business Services,79092.43800000001,,0.1509754918141126,0.3940651016924835,1,0.05263157894736842,M3 wins big
SPGI,2021,R&D-Zero,Business Services,113735.13,,0.028564899873992855,0.3258655490729834,1,0.0,middle
SPGI,2022,R&D-Zero,Business Services,107817.18599999999,,0.13145606238183621,0.38552327861617747,1,0.0,middle
SPGI,2023,R&D-Zero,Business Services,138367.332,,0.0,0.2748381828164009,0,0.0,middle
SPGI,2024,R&D-Zero,Business Services,153293.634,,0.06449679223986848,0.19765165832698733,1,0.0,middle
SPH,2020,R&D-Zero,Retail,1011.73688,0.0,0.0,0.5770937968282954,0,0.05263157894736842,middle
SPH,2021,R&D-Zero,Retail,959.9582999999999,0.0,-0.01779921470067225,0.2449777845055534,0,0.0,middle
SPH,2022,R&D-Zero,Retail,947.9543500000001,0.0,-0.13569556620563628,1.9161786354720187,0,0.0,M3 loses big
SPH,2023,R&D-Zero,Retail,1019.51205,0.0,0.8045202871091748,1.470374431989078,1,0.05263157894736842,M3 wins big
SPH,2024,R&D-Zero,Retail,1149.4516800000001,0.0,0.4136925812414499,0.6301477111122813,1,0.0,M3 wins big
SPHR,2020,R&D-Zero,Communication,1801.725,,4.219427226586813,-16.700637418873455,1,0.0,M3 wins big
SPHR,2021,R&D-Zero,Communication,2027.70756,,0.11582252219838535,0.15891906887814083,1,0.0,middle
SPHR,2022,R&D-Zero,Communication,1801.4457,,0.07786960392266717,-0.04684616398688476,1,0.0,middle
SPHR,2023,R&D-Zero,Communication,949.8578100000001,,0.4054774432911862,-0.06413075889698205,1,0.0,M3 wins big
SPHR,2024,R&D-Zero,Communication,1239.7216,,0.6256641189262363,-0.20358804116751278,1,0.0,M3 wins big
SPIEF,2021,R&D-Zero,Electrical Equipment,91.52072,,-3.9677968888249566,2.6050751615441,0,0.1111111111111111,M3 loses big
SPIR,2021,R&D-Active,Business Services,470.14448,31.615,0.13155506261444033,-0.07468202472073487,1,0.0,middle
SPIR,2023,R&D-Active,Business Services,164.97854,27.65,-0.12885258696445773,-0.06540488992389723,0,0.0,M3 loses big
SPNT,2023,R&D-Zero,Insurance,1950.192,,0.12871931936340641,0.02746058034155474,1,0.05263157894736842,middle
SPNT,2024,R&D-Zero,Insurance,1908.27131,,0.11354286660824642,0.5353235271989129,1,0.17647058823529413,middle
SPOK,2020,R&D-Active,Communication,215.74392000000003,15.828,-14.256118112972242,-22.28399909778618,0,0.0,M3 loses big
SPOK,2021,R&D-Active,Communication,184.99524,17.92,37.580500854745026,-26.03705251819619,1,0.0,M3 wins big
SPOK,2022,R&D-Active,Communication,164.43063,13.625,-4.658132161554469,-4.782297843970398,0,0.0,M3 loses big
SPOK,2023,R&D-Active,Communication,309.47616000000005,10.549,0.03786349075904727,0.02861429693374626,1,0.0,middle
SPOK,2024,R&D-Active,Communication,325.5582,11.548,0.13880705152323658,-0.02521469366217549,1,0.0,M3 wins big
SPRB,2023,R&D-Active,Pharmaceutical Products,120.21790000000001,49.432,-0.13266051627357323,0.0059024452631863955,0,0.0,M3 loses big
SPRO,2020,R&D-Active,Pharmaceutical Products,567.3514,67.003,-0.011424363825370015,0.23663375840336678,0,0.0,middle
SPRO,2023,R&D-Active,Pharmaceutical Products,77.91,51.44,-0.3462841734850497,-0.29677177296422785,0,0.0,M3 loses big
SPRO,2024,R&D-Active,Pharmaceutical Products,56.231820000000006,96.757,-0.020275873216835105,-1.5517262770951086,0,0.0,middle
SPRU,2020,R&D-Active,Utilities,3117.29145,4.445,0.0,0.16954402510648925,0,0.0,middle
SPRU,2021,R&D-Active,Utilities,465.19071,10.775,0.0,0.18456752400135823,0,0.0,middle
SPRU,2023,R&D-Zero,Utilities,80.85506,,0.2341367101798365,0.12514863534434606,1,0.0,M3 wins big
SPRU,2024,R&D-Zero,Utilities,54.38367,,-0.004901734793807955,-0.01794166501670247,0,0.1111111111111111,middle
SPRY,2022,R&D-Active,Pharmaceutical Products,801.3337899999999,18.376,-0.07419212738564746,-0.025434805015960404,0,0.0,middle
SPRY,2023,R&D-Active,Pharmaceutical Products,528.3542000000001,20.266,-0.07171671024145553,0.2617550344866272,0,0.05263157894736842,middle
SPRY,2024,R&D-Active,Pharmaceutical Products,1033.4147,19.58,0.03607587143376256,-0.15527207153684253,1,0.05263157894736842,middle
SPSC,2020,R&D-Active,Computer Software,3853.53333,31.024,-0.08536770619110948,-0.2905174887136621,0,0.0,middle
SPSC,2021,R&D-Active,Computer Software,5126.023499999999,39.038,0.0,-0.5462745956458964,0,0.0,middle
SPSC,2022,R&D-Active,Computer Software,4643.7719400000005,45.748,-0.16525979634507093,-0.073818841356527,0,0.0,M3 loses big
SPSC,2023,R&D-Active,Computer Software,7137.1888,53.654,-0.039600875075429254,0.001952921135393637,0,0.0,middle
SPSC,2024,R&D-Active,Computer Software,6929.24739,62.809,-0.0287879603344125,-0.03671485399177721,0,0.0,middle
SPT,2020,R&D-Active,Computer Software,2418.8090599999996,30.491,0.016786164036092226,0.2055990853418966,1,0.0,middle
SPT,2022,R&D-Active,Computer Software,3106.5985800000003,61.436,0.0016128158805313042,0.20704947097527066,1,0.05263157894736842,middle
SPT,2023,R&D-Active,Computer Software,3455.13984,79.55,0.08400105528292617,0.12469105011077958,1,0.0,middle
SPT,2024,R&D-Active,Computer Software,1773.74818,102.794,-0.11313272128643738,-0.15464883408286711,0,0.05263157894736842,M3 loses big
SPWH,2020,R&D-Zero,Retail,764.27496,0.0,0.0,0.04109539781515015,0,0.25,middle
SPWH,2021,R&D-Zero,Retail,480.92480000000006,0.0,-0.03472239720039505,0.3401017347942271,0,0.1111111111111111,middle
SPWH,2022,R&D-Zero,Retail,354.01162999999997,0.0,-0.3695034468595931,-0.7204904049529962,0,0.0,M3 loses big
SPWH,2023,R&D-Zero,Retail,144.48665000000003,0.0,-0.011980861924889258,0.1812580404179958,0,0.05263157894736842,middle
SPWH,2024,R&D-Zero,Retail,77.73012,0.0,-0.07956306008425895,-0.19447426234434495,0,0.1111111111111111,middle
SPXC,2020,R&D-Active,Machinery,2456.04528,28.4,-0.1274910182602889,-0.4131860908307985,0,0.05263157894736842,M3 loses big
SPXC,2021,R&D-Active,Machinery,2713.53024,30.7,-0.08921643188869555,-0.2757322298918772,0,0.0,M3 loses big
SPXC,2022,R&D-Active,Machinery,2973.4198000000006,39.1,-0.017465225781599883,0.29902676822702495,0,0.0,middle
SPXC,2023,R&D-Active,Machinery,4613.63175,43.2,-0.00407487738934717,-0.21728452535371362,0,0.0,middle
SPXC,2024,R&D-Active,Machinery,6747.4713600000005,45.9,0.08432461029209845,0.32575770998674847,1,0.05263157894736842,middle
SR,2020,R&D-Zero,Utilities,2745.7584,,-0.25770045670689246,-0.058643866611013784,0,0.0,M3 loses big
SR,2021,R&D-Zero,Utilities,3162.0883000000003,,-0.06215901922563122,-0.006732326626371632,0,0.05263157894736842,middle
SR,2022,R&D-Zero,Utilities,3272.0133499999997,,0.0,-0.014884044324099455,0,0.1111111111111111,middle
SR,2023,R&D-Zero,Utilities,3008.3586,,0.0,0.08558259659119255,0,0.05263157894736842,middle
SR,2024,R&D-Zero,Utilities,3885.9975000000004,,0.014145152112629122,0.11767837492501795,1,0.0,middle
SRAX,2021,R&D-Zero,Computer Software,116.71755000000002,,0.11597988846571472,0.229087595623571,1,0.0,middle
SRBK,2024,R&D-Zero,Banking,81.437,,1.928986807229066,0.8135673178752825,1,0.0,M3 wins big
SRCE,2020,R&D-Zero,Banking,1023.1766999999999,,0.07853401888371775,0.11314561972779666,1,0.0,middle
SRCE,2021,R&D-Zero,Banking,1227.104,,-0.024711630734284118,-0.12434739965822145,0,0.05263157894736842,middle
SRCE,2022,R&D-Zero,Banking,1309.30558,,-0.12208983032379805,-0.026852982129047326,0,0.05263157894736842,M3 loses big
SRCE,2023,R&D-Zero,Banking,1342.70325,,-0.1596721231894655,-0.05556779875582371,0,0.05263157894736842,M3 loses big
SRCE,2024,R&D-Zero,Banking,1431.4776,,0.02808875154931717,0.01670316408638589,1,0.05263157894736842,middle
SRDX,2020,R&D-Active,Trading,531.97752,50.188,0.2731375502401129,0.3873335506974134,1,0.05263157894736842,M3 wins big
SRDX,2021,R&D-Active,Trading,772.7844,46.734,-6.328983387760001e-06,-0.16107785931133892,0,0.0,middle
SRDX,2022,R&D-Active,Trading,426.48159999999996,50.609,0.18044507878471994,0.37472455225332774,1,0.0,M3 wins big
SRDX,2023,R&D-Active,Trading,454.23395000000005,46.595,0.2383209341185849,0.6511404987018917,1,0.0,M3 wins big
SRDX,2024,R&D-Active,Trading,555.5235,38.36,0.23309382624907826,0.3724401273851939,1,0.0,M3 wins big
SRE,2021,R&D-Zero,Utilities,41922.1776,,0.02734459902062944,0.03896730285293091,1,0.05263157894736842,middle
SRE,2024,R&D-Zero,Utilities,57073.2636,,-0.0463673550080726,0.028194737871289954,0,0.17647058823529413,middle
SRG,2020,R&D-Zero,Real Estate,570.99328,0.0,0.035686977120743896,0.32297076288409243,1,0.0,middle
SRG,2021,R&D-Zero,Real Estate,578.99664,0.0,-0.04351982587074972,0.3770025104220575,0,0.0,middle
SRG,2022,R&D-Zero,Real Estate,663.10699,0.0,0.01934941463550052,0.7102177020039286,1,0.0,middle
SRG,2023,R&D-Zero,Real Estate,525.4232499999999,0.0,0.18938274048669163,0.4187170417158383,1,0.05263157894736842,M3 wins big
SRG,2024,R&D-Zero,Real Estate,231.84888,0.0,0.06742875399127218,0.5871494733173906,1,0.0,middle
SRI,2020,R&D-Active,Electronic Equipment,816.39138,49.386,0.1435413916379799,0.8953221748472511,1,0.05263157894736842,M3 wins big
SRI,2021,R&D-Active,Electronic Equipment,536.7503399999999,66.165,-1.332203127772041,4.594920229632338,0,0.0,M3 loses big
SRI,2022,R&D-Active,Electronic Equipment,589.47196,65.296,-0.44520046241574907,1.7671363488113538,0,0.0,M3 loses big
SRI,2023,R&D-Active,Electronic Equipment,539.13393,71.075,0.0,2.5864154102063726,0,0.0,middle
SRI,2024,R&D-Active,Electronic Equipment,173.64765,72.174,-0.34746370137317906,0.712680357965435,0,0.0,M3 loses big
SRNE,2020,R&D-Active,Pharmaceutical Products,1827.1753500000002,154.332,0.20162058852125347,-0.05576886047947904,1,0.0,M3 wins big
SRNE,2021,R&D-Active,Pharmaceutical Products,1427.5732500000001,231.13,-0.10106345127802063,0.0029314285370568016,0,0.0,M3 loses big
SRPT,2020,R&D-Active,Pharmaceutical Products,13532.47326,722.343,0.14227214974011693,0.03837800013581365,1,0.05263157894736842,M3 wins big
SRPT,2021,R&D-Active,Pharmaceutical Products,7845.786349999999,771.182,-0.0515153060687359,-0.3340938506662289,0,0.05263157894736842,middle
SRPT,2022,R&D-Active,Pharmaceutical Products,11396.561000000002,877.09,0.1726081622487915,0.0942095519403758,1,0.0,M3 wins big
SRPT,2023,R&D-Active,Pharmaceutical Products,9038.57676,877.387,0.0,-0.055707805062812595,0,0.0,middle
SRPT,2024,R&D-Active,Pharmaceutical Products,11782.071000000002,804.522,0.315230930585719,-0.22065459640031584,1,0.0,M3 wins big
SRRK,2020,R&D-Active,Pharmaceutical Products,1657.3965600000001,74.062,-0.03833968213333523,0.05515761221775284,0,0.0,middle
SRRK,2021,R&D-Active,Pharmaceutical Products,874.5915600000001,108.468,0.003031602669283484,0.2896192646328615,1,0.05263157894736842,middle
SRRK,2022,R&D-Active,Pharmaceutical Products,467.64065000000005,124.444,0.0832839120235962,-0.9485226066559038,1,0.0,middle
SRTA,2021,R&D-Active,Transportation,728.9984000000001,1.514,0.5694954454595518,0.15947499274337884,1,0.0,M3 wins big
SRTA,2022,R&D-Active,Transportation,256.54638,5.545,1.3669795392613056,0.4776950804115063,1,0.0,M3 wins big
SRTA,2023,R&D-Active,Transportation,265.21243,4.627,1.726203186049013,0.5155486118626913,1,0.0,M3 wins big
SRTA,2024,R&D-Active,Transportation,337.53075,3.184,1.4777539076822759,3.31979312175401,1,0.0,M3 wins big
SRTS,2021,R&D-Active,Medical Equipment,119.97474,3.436,0.14371793208525568,-0.5382615214500739,1,0.05263157894736842,M3 wins big
SRTS,2022,R&D-Active,Medical Equipment,121.6138,3.46,-0.2881258109401792,-0.09485009825209723,0,0.0,M3 loses big
SRTS,2024,R&D-Active,Medical Equipment,114.14540000000001,4.216,-0.18952377440671342,-0.044317973816552225,0,0.0,M3 loses big
SRXH,2021,R&D-Zero,Food Products,94.14158,,1.0527272674943413,-0.9000763763224742,1,0.0,M3 wins big
SSB,2022,R&D-Zero,Banking,5780.833799999999,,-0.015431853607540208,0.031304804442263884,0,0.0,middle
SSB,2023,R&D-Zero,Banking,6420.057900000001,,-0.14573942513299282,-0.01168639066046992,0,0.0,M3 loses big
SSB,2024,R&D-Zero,Banking,7592.51256,,-0.07298713067525142,-0.3832653968008274,0,0.0,middle
SSD,2020,R&D-Active,Construction Materials,4048.8147000000004,10.1,0.37767230143416963,0.18359147150666805,1,0.0,M3 wins big
SSD,2021,R&D-Active,Construction Materials,6010.18819,12.3,-0.4202613599130761,-0.13575237941286722,0,0.0,M3 loses big
SSD,2022,R&D-Active,Construction Materials,3773.3696,15.7,0.13785474313342722,0.17820294885369253,1,0.0,middle
SSD,2023,R&D-Active,Construction Materials,8379.107539999999,24.8,0.0852588264841081,-0.16653901932005694,1,0.0,middle
SSD,2024,R&D-Active,Construction Materials,6944.62874,20.7,-0.4681849304716135,-0.47324346968092657,0,0.05263157894736842,M3 loses big
SSII,2023,R&D-Active,Medical Equipment,1237.6619999999998,1.059,-0.2388999454452696,-0.11159224845338744,0,0.0,M3 loses big
SSII,2024,R&D-Active,Medical Equipment,1353.75831,2.492,-0.11870199691609284,-0.027755625211446033,0,0.0,M3 loses big
SSKN,2020,R&D-Active,Medical Equipment,50.7015,1.274,-1.3443054792245688,-2.053862107048684,0,0.0,M3 loses big
SSKN,2021,R&D-Active,Medical Equipment,50.344725000000004,1.434,-0.16647406174562351,1.0924005457544501,0,0.0,M3 loses big
SSNC,2020,R&D-Active,Computer Software,18740.4,399.4,-0.04064138543783359,0.0007446131794884847,0,0.0,middle
SSNC,2021,R&D-Active,Computer Software,20986.88,414.9,-0.018986141617196015,-0.3823450250834865,0,0.0,middle
SSNC,2022,R&D-Active,Computer Software,13067.060000000001,447.3,-0.024888376540355313,0.017890188379747273,0,0.0,middle
SSNC,2023,R&D-Active,Computer Software,15069.725999999999,473.8,0.16566494328639653,-0.5696815826818507,1,0.05263157894736842,M3 wins big
SSNC,2024,R&D-Active,Computer Software,18528.21,517.7,0.027783181098237436,0.0061349067023300854,1,0.05263157894736842,middle
SSP,2020,R&D-Zero,Communication,1249.6211199999998,,1.122059820477971,0.011225376835222178,1,0.05263157894736842,M3 wins big
SSP,2021,R&D-Zero,Communication,1597.90365,,0.06752882317558334,0.06177748364173977,1,0.1111111111111111,middle
SSP,2022,R&D-Zero,Communication,1102.4465799999998,,0.14757255116874562,-0.06443336837051541,1,0.05263157894736842,M3 wins big
SSP,2023,R&D-Zero,Communication,677.36823,,0.16664504171088101,0.19887333063466528,1,0.1111111111111111,M3 wins big
SSP,2024,R&D-Zero,Communication,191.44566999999998,,0.45557032885070115,2.560684573938331,1,0.1111111111111111,M3 wins big
SSRM,2022,R&D-Zero,Precious Metals,3238.25251,,0.0258971416712106,0.10771484005935872,1,0.05263157894736842,middle
SSRM,2023,R&D-Zero,Precious Metals,2183.76352,,-0.6277808107608971,0.5801088947643973,0,0.0,M3 loses big
SSRM,2024,R&D-Zero,Precious Metals,1408.48824,,0.1548916407775256,0.9741746297658718,1,0.0,M3 wins big
SSSS,2020,R&D-Zero,Trading,260.67426,,0.08131383328728514,-0.01930135251068288,1,0.0,middle
SSSS,2021,R&D-Zero,Trading,402.99105,,-0.42362183665322584,-0.004797977790728325,0,0.0,M3 loses big
SSSS,2022,R&D-Zero,Trading,108.0302,,-0.10122884942582855,0.006596091320158759,0,0.0,M3 loses big
SSSS,2023,R&D-Zero,Trading,100.25724000000001,,-0.05572923044168904,-0.027936123168510796,0,0.0,middle
SSSS,2024,R&D-Zero,Trading,138.77976,,0.0922309285032839,0.027070643199642308,1,0.0,middle
SST,2022,R&D-Zero,Computer Software,429.95106000000004,,17.499182085043117,113.34186597166334,1,0.0,M3 wins big
SST,2023,R&D-Zero,Computer Software,146.1981,,-3.6392896545931386,5.211116179632533,0,0.0,M3 loses big
SSTI,2020,R&D-Active,Computer Software,435.0203,5.614,0.4594381942451982,-0.17163286127498745,1,0.0,M3 wins big
SSTI,2021,R&D-Active,Computer Software,345.47256,7.035,0.035194746910689634,-0.020265801748712037,1,0.0,middle
SSTI,2022,R&D-Active,Computer Software,414.21452,10.026,-0.0716645588264152,-0.4167593222566297,0,0.0,middle
SSTI,2023,R&D-Active,Computer Software,325.91594,12.138,0.29315617271068406,-0.09499349884305597,1,0.0,M3 wins big
SSTI,2024,R&D-Active,Computer Software,165.00004,13.925,-1.2898436659961963,-0.6464138886277273,0,0.0,M3 loses big
SSTK,2020,R&D-Active,Computer Software,2598.7664999999997,46.038,0.04343780664929042,0.46263164527588363,1,0.0,middle
SSTK,2021,R&D-Active,Computer Software,4037.91696,52.014,-0.20197144315371157,0.11106202281803948,0,0.0,M3 loses big
SSTK,2022,R&D-Active,Computer Software,1888.90488,65.434,0.0,0.42313887023761904,0,0.0,middle
SSTK,2023,R&D-Active,Computer Software,1717.36788,96.162,-0.04063666331521265,-0.0991908813722917,0,0.0,middle
SSTK,2024,R&D-Active,Computer Software,1058.4259000000002,88.417,0.0,2.7531136275117913,0,0.0,middle
SSUP,2021,R&D-Zero,Automobiles and Trucks,117.21024000000001,,0.029612107718066882,0.10642459898052326,1,0.0,middle
SSUP,2022,R&D-Zero,Automobiles and Trucks,114.00751999999999,,0.944667494247224,0.3084488414157599,1,0.0,M3 wins big
SSUP,2023,R&D-Zero,Automobiles and Trucks,89.89120000000001,,0.015467576436638986,0.27671306787253724,1,0.0,middle
SSUP,2024,R&D-Zero,Automobiles and Trucks,58.92744,,0.25746738152694193,0.3078911105331684,1,0.0,M3 wins big
ST,2020,R&D-Active,Measuring and Control Eq.,8313.669899999999,131.429,-0.24321134110650114,-0.25804371612677895,0,0.0,M3 loses big
ST,2021,R&D-Active,Measuring and Control Eq.,9737.70481,159.072,0.09457643664424736,0.45201579816978793,1,0.0,middle
ST,2022,R&D-Active,Measuring and Control Eq.,6154.96188,189.344,0.15484681889384827,0.6945252456288984,1,0.0,M3 wins big
ST,2023,R&D-Active,Measuring and Control Eq.,5663.37694,178.867,0.0,0.45044570790464045,0,0.0,middle
ST,2024,R&D-Active,Measuring and Control Eq.,4097.587799999999,169.276,-0.08591173123672641,0.9555176772207465,0,0.0,middle
STAA,2020,R&D-Active,Medical Equipment,3679.61056,31.918,-0.01813075298665945,-0.15339644228923538,0,0.0,middle
STAA,2021,R&D-Active,Medical Equipment,4356.4708,33.862,0.0,0.06336174573840953,0,0.0,middle
STAA,2022,R&D-Active,Medical Equipment,2340.21048,35.983,0.03218501386878159,0.0913436143355745,1,0.0,middle
STAA,2023,R&D-Active,Medical Equipment,1524.26519,44.401,0.0,-0.013930902546387472,0,0.0,middle
STAA,2024,R&D-Active,Medical Equipment,1197.35126,53.973,0.07433427731256839,-0.15343579142929334,1,0.0,middle
STAG,2020,R&D-Zero,Trading,4955.1372,0.0,0.05335803380015202,0.027698895568202722,1,0.05263157894736842,middle
STAG,2021,R&D-Zero,Trading,8525.80124,0.0,0.0,-0.01683552700848437,0,0.0,middle
STAG,2022,R&D-Zero,Trading,5791.5351900000005,0.0,-0.022355094078148327,0.07209991626690153,0,0.05263157894736842,middle
STAG,2023,R&D-Zero,Trading,7133.18866,0.0,-0.026858356814019407,0.07127053616962023,0,0.0,middle
STAG,2024,R&D-Zero,Trading,6308.03876,0.0,-0.006580487718644369,0.09684634473700288,0,0.1111111111111111,middle
STBA,2020,R&D-Zero,Banking,976.16232,,-0.1981951527528138,-0.3154487038871869,0,0.05263157894736842,M3 loses big
STBA,2021,R&D-Zero,Banking,1240.34352,,0.0,0.8476132743658825,0,0.0,middle
STBA,2022,R&D-Zero,Banking,1333.02,,-0.008001485293168293,0.07121236403384915,0,0.0,middle
STBA,2023,R&D-Zero,Banking,1277.74686,,-0.004381618038138399,-0.057757789644786256,0,0.0,middle
STBA,2024,R&D-Zero,Banking,1462.25898,,0.0,-0.318526384257012,0,0.0,middle
STC,2020,R&D-Zero,Insurance,1292.56608,,0.6253423977260626,0.3052458987486998,1,0.0,M3 wins big
STC,2021,R&D-Zero,Insurance,2144.17889,,0.7013291942587079,-0.07010144490671144,1,0.0,M3 wins big
STC,2022,R&D-Zero,Insurance,1159.2649,,0.3272983110708325,0.053272319476663,1,0.0,M3 wins big
STC,2023,R&D-Zero,Insurance,1607.9875,,-0.3219696625976365,0.1890453928799265,0,0.0,M3 loses big
STC,2024,R&D-Zero,Insurance,1873.79236,,0.0,-1.9264583308399563,0,0.0,middle
STE,2020,R&D-Active,Medical Equipment,16258.039439999999,66.326,-0.161098335041803,-0.37528700877766175,0,0.0,M3 loses big
STE,2021,R&D-Active,Medical Equipment,24193.19859,87.944,-0.0031497405222853936,-0.2454174001809694,0,0.05263157894736842,middle
STE,2022,R&D-Active,Medical Equipment,18865.75512,101.581,-0.15316123799470077,-0.32456460194066356,0,0.0,M3 loses big
STE,2023,R&D-Active,Medical Equipment,22230.87606,103.679,-0.00018586690242684833,-0.026209839061113654,0,0.05263157894736842,middle
STE,2024,R&D-Active,Medical Equipment,22279.92165,107.648,-0.1565180644853116,-0.0924849097863508,0,0.0,M3 loses big
STEL,2020,R&D-Zero,Banking,689.69904,,0.05483912820944484,-0.011047839900868592,1,0.0,middle
STEL,2021,R&D-Zero,Banking,858.42477,,-0.5603644441192566,-2.7004385722257673,0,0.05263157894736842,M3 loses big
STEL,2022,R&D-Zero,Banking,1560.0543,,0.0919411563132545,-0.27336030116153187,1,0.0,middle
STEL,2023,R&D-Zero,Banking,1483.62144,,-0.014476333520543321,0.22271004497138208,0,0.0,middle
STEL,2024,R&D-Zero,Banking,1514.71215,,0.9149946468008703,3.1484231581618474,1,0.0,M3 wins big
STEM,2021,R&D-Active,Business Services,2744.42784,22.723,0.13506898240414528,0.48083334715222675,1,0.0,middle
STEM,2022,R&D-Active,Business Services,1381.5875999999998,38.303,-0.031126650327938432,0.15072347972659567,0,0.0,middle
STEM,2023,R&D-Active,Business Services,605.02004,56.508,-0.10982075875631084,-0.15178193530467426,0,0.0,M3 loses big
STEP,2020,R&D-Zero,Trading,1355.70826,,0.939074504600534,2.1482491194174824,1,0.0,M3 wins big
STEP,2021,R&D-Zero,Trading,2021.3214600000001,,-0.543618768066751,3.7928316380426548,0,0.0,M3 loses big
STEP,2023,R&D-Zero,Trading,2345.0801,,-0.184892476898134,0.26627906006982527,0,0.0,M3 loses big
STEP,2024,R&D-Zero,Trading,4009.2270299999996,,-0.01887883152161246,0.5290346009500292,0,0.0,middle
STEX,2021,R&D-Active,Medical Equipment,79.31441,5.602,-0.08234788594904607,0.07890210427482147,0,0.0,middle
STGW,2021,R&D-Zero,Business Services,1025.2448399999998,,2.4397415174446153,0.3252681073867949,1,0.0,M3 wins big
STGW,2022,R&D-Zero,Business Services,818.00604,,0.0,1.3209216181801904,0,0.0,middle
STGW,2023,R&D-Zero,Business Services,785.4494699999999,,5.944112841726071,2.8490124730671194,1,0.0,M3 wins big
STGW,2024,R&D-Zero,Business Services,755.69326,,1.2531203840429637,3.684317188489846,1,0.05263157894736842,M3 wins big
STIM,2020,R&D-Active,Medical Equipment,212.35654,9.201,-0.2779640320861043,0.36057576373206573,0,0.0,M3 loses big
